stop_id,stop_name,stop_lat,stop_lon,location_type
740006237,Sandarne Hönsberget,61.254988,17.149876,
740006238,Sandarne Körsbärsvägen,61.261504,17.136250,
740006239,Sandarne skola,61.265469,17.156437,
740006240,Sandarne Lerviksberget,61.267183,17.155560,
740006241,Sandarne Lillvägen,61.268478,17.153435,
740006242,Ljusne Söder,61.204440,17.115890,
740006243,Ljusne Ljusnebron,61.209191,17.112738,
740006244,Vallvik Lönnvägen,61.184616,17.173727,
740006245,Lövskär,61.226916,17.160408,
740006246,Sandarne Nyhed,61.264088,17.125232,
740006247,Ljungvägen,61.262467,17.131333,
740006248,Sandarne Nyplan,61.260338,17.152508,
740006249,Sandarne Nyplanshallen,61.260288,17.148518,
740006250,Ljusne Bruksmuséet,61.213556,17.134636,
740006252,Sandarne Sandbacken,61.253985,17.137833,
740006253,Vallvik Latexia,61.184524,17.153382,
740006255,Vad Sjövik,61.284273,17.140944,
740006256,Åsbacka Skinn-Kalle,61.280526,17.145913,
740006259,Sandarne Särvvägen,61.257615,17.164598,
740006260,Storsjöbaden,61.243209,17.158314,
740006261,Långrör Trångsta,61.272886,17.152505,
740006262,Sandarne Tönshammar,61.255618,17.168556,
740006264,Vad,61.286116,17.136061,
740006265,Vadtorp,61.288864,17.132166,
740006266,Sandarne Växthusvägen,61.262083,17.152117,
740006268,Åsbacka,61.276659,17.150280,
740006269,Sandarne Östanbo skola,61.257102,17.135692,
740006276,Böle,61.182230,16.845223,
740006277,Böle Bölesbacken,61.176844,16.840790,
740006286,Kallbäck,61.161017,16.814003,
740006291,Lövtjära,61.189450,16.856339,
740006293,Lövtjära Norrbovägen,61.186194,16.851508,
740006294,Sagänge,61.111557,16.734898,
740006295,Holmsveden Skolbacken,61.114928,16.726315,
740006297,Stråtjära Villavägen,61.166341,16.841078,
740006298,Stråtjära Norra,61.171403,16.841076,
740006299,Stråtjära skola,61.167104,16.832815,
740006300,Stråtjära Trekanten,61.168647,16.842287,
740006301,Tönnånger,61.124336,16.786041,
740006302,Holmsveden Åkerbergsvägen,61.116114,16.724754,
740006303,Älgnäs,61.119440,16.777948,
740006304,Ljusne Ljusneborg,61.211521,17.125209,
740006305,Ljusne Svarvarvägen,61.213938,17.121216,
740006306,Ljusne Myrbacka,61.213424,17.116840,
740006307,Söderhamn Fritidsbanken,61.305013,17.063010,
740006308,Söderhamn Kanslivägen,61.273312,17.091835,
740006309,Söderhamn Kanslihuset,61.270533,17.091516,
740006310,Söderhamn Verkstadsv,61.270758,17.098964,
740006311,Söderhamn Vaktstugan,61.274395,17.094079,
740006312,Bergsänge,61.561430,16.338567,
740006313,Bogården,61.570877,16.455362,
740006315,Söderhamn Skytten,61.310838,17.040413,
740006316,Stråtjära Preem,61.165746,16.843697,
740006317,Norrala kyrka,61.360238,16.986645,
740006318,Söderhamn Hangarvägen,61.270617,17.094987,
740006319,Söderhamn Kasernvägen,61.272362,17.099235,
740006320,Ellne Södra,61.263069,17.007973,
740006321,Mo Getbacken,61.319210,16.777554,
740006324,Pumsen,61.219466,17.072254,
740006325,Edviksängarna,61.356475,17.044491,
740006326,Nyåker,61.338963,17.068125,
740006327,Söderhamn Färghuset,61.301393,17.036907,
740006329,Gammelsågen,61.246371,17.152638,
740006331,Djupa (Undersvik),61.598218,16.301467,
740006332,Vallstabyn Ersk-Jons,61.530368,16.368580,
740006333,Vallstabyn Ersk-Ols,61.528236,16.367677,
740006334,Hagmora,61.566978,16.433282,
740006335,Hans-Ers,61.630398,16.291176,
740006336,Vallsta Hov,61.513646,16.360876,
740006337,Hänsätter,61.527770,16.388982,
740006338,Bergsänget Kalles,61.572044,16.322732,
740006339,Undersvik Källyckan,61.611494,16.319922,
740006340,Lövvik,61.623857,16.313189,
740006341,Offerberg Nils-Pers,61.625676,16.299417,
740006342,Nordsjö,61.570726,16.502524,
740006343,Orbaden Norra,61.540709,16.359065,
740006344,Offerberg,61.624267,16.304372,
740006345,Offerberget,61.620038,16.290015,
740006346,Åmyrbäcken,61.508181,16.358487,
740006347,Orbaden,61.540690,16.363615,
740006348,Orfa,61.544120,16.354424,
740006349,Simeå Q-star,61.573936,16.318303,
740006350,Undersvik Rora,61.604554,16.313401,
740006351,Simeå Sidskogsvägen,61.579070,16.310801,
740006352,Simeå,61.576123,16.311656,
740006353,Simeå Norra väg 83,61.581203,16.316446,
740006354,Lövvik Skogs,61.621325,16.323440,
740006355,Stiftsgården,61.607749,16.320576,
740006356,Lövvik Tällby,61.623065,16.318662,
740006358,Orbaden Vilan,61.539374,16.367239,
740006359,Orfa Vinterstaden,61.547126,16.352239,
740006360,Orbaden väg 83,61.540848,16.357864,
740006361,Änga (Vallsta),61.538361,16.394745,
740006362,Östansjö,61.574909,16.544934,
740006363,Övre roren,61.608299,16.295485,
740006364,Arbrå kyrka,61.490753,16.374116,
740006365,Arbrå skola,61.479686,16.376655,
740006366,Bessbo,61.503090,16.357026,
740006367,Arbrå Bruks,61.475907,16.370562,
740006368,Arbrå Centralgatan,61.472415,16.377178,
740006369,Forneby,61.466271,16.419909,
740006370,Forsbro,61.475185,16.394848,
740006372,Haga,61.497811,16.364237,
740006373,Flästa Hanks,61.448925,16.445139,
740006374,Forsbro Östra Norrängevägen,61.473952,16.405838,
740006375,Arbrå Hälsocentralen,61.469967,16.374601,
740006376,Arbrå Koldemo,61.461530,16.379267,
740006377,Röste Korvgatan,61.398253,16.390330,
740006378,Kurland,61.500153,16.359810,
740006379,Arbrå Kyrkbyn,61.482590,16.369013,
740006380,Arbrå Lappstan,61.480362,16.369592,
740006381,Forsbro Målarbacken,61.474978,16.390810,
740006382,Arbrå Netsmans,61.484027,16.366430,
740006383,Forsbro Norränge,61.479235,16.402374,
740006384,Forsbro Nysvea,61.471874,16.407111,
740006385,Arbrå Nytorp,61.488853,16.373387,
740006386,Flästa Ol-Lars,61.448555,16.473665,
740006387,Rödsand,61.447028,16.481243,
740006388,Röste,61.393302,16.385485,
740006389,Semyres,61.403392,16.397259,
740006390,Simas,61.448795,16.457510,
740006391,Forsbro Skeppstavägen,61.477605,16.399716,
740006392,Växsjö Storsvedvägen,61.413528,16.410671,
740006393,Arbrå Parkgatan,61.466631,16.380561,
740006394,Lottefors Tallbacken,61.427339,16.408522,
740006395,Tjärnberg,61.449916,16.383910,
740006396,Träslottet,61.453505,16.379945,
740006397,Växsjö,61.406693,16.401777,
740006399,Arbrå Ängeslundsvägen,61.474883,16.379288,
740006400,Arbrå Ängslunda,61.472867,16.370095,
740006401,Flästa Öjungsvägen,61.446242,16.485857,
740006402,Flästa Östergårds,61.455244,16.429405,
740006403,Sörbo (Söräng) Backåkers,61.317597,16.235466,
740006404,Freluga väg 301 Bergströms,61.328550,16.261574,
740006405,Bodåker,61.329674,16.250161,
740006406,Freluga gård,61.325425,16.290734,
740006407,Edstuga,61.331191,16.316373,
740006408,Edstuga Östra,61.332369,16.322854,
740006409,Sörbo (Söräng) Fjälevägen,61.319952,16.211059,
740006410,Freluga,61.326923,16.298451,
740006411,Sörbo (Söräng) Grönstavägen,61.318285,16.221996,
740006412,Karl-Måns,61.333274,16.334972,
740006413,Kilen,61.334133,16.191742,
740006414,Sörbo (Söräng) Kilvägen,61.325285,16.200932,
740006415,Freluga Kolsmyra,61.325291,16.285578,
740006416,Norrbo Lass-Nils,61.332760,16.230911,
740006417,Mödänge,61.319055,16.267299,
740006418,Norrbobacken,61.331116,16.239984,
740006419,Rasslas,61.332844,16.209227,
740006421,Freluga Smensbacken,61.328702,16.305202,
740006422,Kilen Svedbergs,61.334921,16.189080,
740006423,Sörbo (Söräng) Sven-Lars,61.318174,16.246003,
740006424,Sörbo (Söräng),61.316675,16.228957,
740006425,Freluga Sörbovägen,61.325079,16.279450,
740006426,Söräng kvarn,61.334512,16.209398,
740006427,Söräng skola,61.334493,16.218849,
740006428,Edstuga väg 50,61.339882,16.305622,
740006429,Freluga väg 301 Tranbo,61.336001,16.289403,
740006430,Freluga väg 301 Västbacka,61.331921,16.278395,
740006431,Sörbo (Söräng) Strandvägen,61.322344,16.203285,
740006433,Bollnäs Backsveden,61.361637,16.425299,
740006434,Bollnäs Bergsveden,61.357105,16.433173,
740006435,Bollnäs Björktjära förskolan,61.365890,16.384510,
740006436,Bollnäs Björktjära skola,61.363541,16.386206,
740006437,Bollnäs Blomkransen,61.345869,16.371865,
740006438,Bollnäs Björktjäravägen,61.361999,16.394179,
740006440,Sörberge Solbacka Norra,62.507687,17.362715,
740006442,Åsmon vägskäl,63.456438,16.826794,
740006443,Fränsta Vårdcentralen,62.497864,16.174430,
740006444,Långvallen,62.695316,17.842347,
740006445,Snöberg,62.508437,15.368008,
740006446,Gumböle,62.537641,17.462877,
740006447,Åkerö,63.422823,16.565501,
740006448,Forsnäs,63.527090,16.676100,
740006449,Västergissjö Södra,63.511814,18.807632,
740006450,Getingstabodum,63.526607,18.708420,
740006451,Bergvattnet,63.534220,18.662420,
740006452,Tämnäsudden,63.616602,18.636413,
740006453,Näset,63.640951,18.622624,
740006454,Svedjeudden,63.625177,18.634986,
740006455,Kantsjö,63.723715,18.679340,
740006456,Långsjön,63.737156,18.711484,
740006457,Långviken Västra Lemesjön,63.651448,19.043717,
740006459,Bollnäs Bonden,61.355463,16.386486,
740006460,Bollnäs Bornvägen,61.368238,16.387489,
740006464,Bollnäs Bull-Olles,61.356200,16.419005,
740006466,Bollnäs Combigrillen,61.357243,16.422539,
740006469,Bollnäs Granbergsbacken,61.333395,16.390934,
740006470,Thyrsvägen,61.274669,16.628145,
740006471,Bollnäs Granberg,61.331259,16.386842,
740006473,Bollnäs Hallonvägen,61.363278,16.380611,
740006475,Bollnäs Heden,61.355029,16.357227,
740006476,Bollnäs Hedhamre,61.352648,16.383780,
740006477,Bollnäs Hedåsvägen,61.344268,16.346331,
740006478,Bollnäs Aseavägen,61.343410,16.384731,
740006479,Bollnäs Häggesta,61.336031,16.399744,
740006482,Bollnäs Hällbovägen,61.309785,16.378046,
740006483,Bollnäs Höghammar,61.356437,16.426056,
740006484,Bollnäs Höglunda,61.357601,16.394302,
740006485,Bollnäs Karlslund,61.357513,16.400151,
740006486,Bollnäs Kilberg,61.356628,16.411574,
740006487,Bollnäs Kilbergsskolan,61.357416,16.412094,
740006488,Bollnäs Korsnäsvägen,61.385241,16.388011,
740006490,Bollnäs Lagmansvägen,61.360973,16.405171,
740006491,Bollnäs Nyhedsbacken,61.350578,16.374547,
740006493,Bollnäs Mejeriet,61.338183,16.389660,
740006496,Bollnäs Norrlandsvägen,61.365811,16.394624,
740006497,Bollnäs Prästnäset,61.318753,16.389952,
740006498,Bollnäs Rehnstedtska gården,61.352480,16.443547,
740006499,Bollnäs Renbron,61.356217,16.401042,
740006500,Bollnäs Rengården,61.356451,16.406972,
740006501,Bollnäs Rens centrum,61.360595,16.421428,
740006502,Bollnäs Renshammarvägen,61.355721,16.431669,
740006504,Bollnäs Roosesvägen,61.370055,16.402951,
740006506,Bollnäs Sandvägen,61.365981,16.403060,
740006507,Bollnäs Schenströmsplan,61.346204,16.386053,
740006509,Bollnäs Sjukhuset,61.353919,16.362945,
740006510,Bollnäs Sjölunds,61.352975,16.433557,
740006511,Bollnäs Bäverstigen,61.361156,16.383657,
740006512,Bollnäs Gärdet,61.353589,16.388171,
740006513,Bollnäs Stagårdsvägen,61.326641,16.383899,
740006514,Bollnäs Stallbacken,61.344124,16.335006,
740006516,Bollnäs Sunnerstaholm,61.324145,16.386206,
740006517,Bollnäs Sysslomansgatan,61.348732,16.378195,
740006518,Bollnäs Solrosen,61.350616,16.380528,
740006519,Bollnäs Sävsberg,61.343952,16.371101,
740006520,Bollnäs Torsbergsgymnasiet,61.348452,16.384974,
740006521,Bollnäs Åke Wassings väg,61.341397,16.343666,
740006523,Bollnäs Tegelbruksvägen,61.376275,16.388218,
740006524,Bollnäs Tjädervägen,61.361200,16.432432,
740006526,Bollnäs Toven,61.340713,16.445736,
740006527,Bollnäs Tågmästaren,61.344432,16.380677,
740006528,Bollnäs Vevlinge,61.354499,16.431887,
740006529,Bollnäs Vevlingestrand,61.347079,16.435383,
740006530,Bollnäs Vik,61.326115,16.415934,
740006532,Bollnäs Voltersberg,61.355158,16.398892,
740006533,Bollnäs Våtlåg,61.314988,16.387101,
740006534,Bollnäs Åsen,61.343856,16.363869,
740006535,Bollnäs Öberget,61.372803,16.398515,
740006536,Bollnäs Örnvägen,61.361700,16.429133,
740006537,Bollnäs Örsängen,61.359624,16.433747,
740006538,Bofara,61.210847,16.533041,
740006539,Sibo Bäcken,61.213788,16.609940,
740006540,Bäckänge,61.292033,16.535701,
740006541,Böle,61.290447,16.504477,
740006542,Djupa torg,61.286356,16.569178,
740006543,Erik-Ers,61.253225,16.416385,
740006544,Erik-Mårs,61.336802,16.449168,
740006545,Fällene,61.308681,16.455909,
740006546,Fäsjön,61.251128,16.598076,
740006547,Gammel-Leeks,61.276533,16.603023,
740006548,Kilafors Garntjänst,61.228489,16.559697,
740006549,Granbo,61.275067,16.526471,
740006551,Görtsbo,61.297492,16.398587,
740006552,Hallen,61.214875,16.541787,
740006553,Hanebo kyrkväg,61.251033,16.553195,
740006554,Kilafors Haneborg,61.228537,16.570421,
740006555,Harsnäs,61.332071,16.462669,
740006556,Landafors kraftverk,61.273166,16.618374,
740006557,Herte,61.265020,16.405468,
740006558,Hisnäs,61.322282,16.471613,
740006559,Hullsta,61.255904,16.629425,
740006560,Hå,61.237694,16.417611,
740006561,Hå skola,61.242756,16.417374,
740006562,Hårga,61.266961,16.545148,
740006563,Kilafors Hällagården,61.233314,16.558584,
740006564,Innantjära,61.251002,16.581101,
740006565,Jakobs,61.325820,16.469261,
740006567,Johanneses,61.314065,16.488892,
740006568,Sör,61.222528,16.576046,
740006569,Klockarbacken,61.230635,16.418628,
740006570,Knisselbo,61.208871,16.448121,
740006571,Kolmätars,61.217517,16.503643,
740006572,Västansjö Kronåkers,61.209938,16.487009,
740006573,Hanebo Kyrkbybacken,61.244599,16.549838,
740006574,Görtsbo Källvik,61.291111,16.408819,
740006576,Landa,61.274988,16.610889,
740006577,Lanses,61.334721,16.456485,
740006578,Lenninge,61.318303,16.436542,
740006579,Lilltjära,61.213266,16.620626,
740006580,Lillåkers,61.281720,16.587527,
740006581,Lotan,61.216269,16.493306,
740006582,Lund,61.278487,16.597255,
740006583,Biografteatern,61.230223,16.565882,
740006584,Löten,61.208658,16.529698,
740006585,Murar-Holgers,61.206178,16.463247,
740006587,Västerberg Nolagatan,61.211284,16.516715,
740006588,Görtsbo Norra,61.304097,16.386078,
740006589,Norrbyn,61.251723,16.551609,
740006590,Sibo Persbacka,61.212304,16.608916,
740006591,Hallen Petterssons,61.217772,16.547047,
740006592,Ricknäs,61.277226,16.397198,
740006593,Rotemo,61.252697,16.562270,
740006594,Segersta kyrka,61.267741,16.638439,
740006595,Segersta skola,61.270131,16.636396,
740006598,Stenbacka,61.226866,16.420640,
740006599,Hullsta Storms,61.251254,16.613225,
740006600,Sveden,61.291528,16.542704,
740006601,Gubberg,61.286009,16.514039,
740006602,Gamla Sibovägen,61.215155,16.603369,
740006603,Herte såg,61.260485,16.416283,
740006604,Sibo Templet,61.214620,16.613404,
740006606,Lilltjära Valsbäcken,61.212765,16.629377,
740006607,Lilltjära Vassbacken,61.213119,16.625628,
740006609,Knisselbo Vestlens,61.212507,16.436324,
740006610,Vinkällan,61.307274,16.502686,
740006611,Voxsätter,61.312358,16.445009,
740006612,Västergårds,61.319658,16.479586,
740006613,Österbacken,61.311621,16.496698,
740006614,Berga,61.349727,16.619683,
740006616,Björtomta,61.350127,16.642606,
740006617,Blykällarbacken,61.367093,16.638908,
740006618,Bodarna,61.347599,16.491211,
740006619,Boives,61.347739,16.712639,
740006622,Ehrins,61.350547,16.511347,
740006624,Åkre Fromskroken,61.352354,16.583381,
740006628,Berga Gåsjön,61.350213,16.613529,
740006629,Görtsberg,61.357000,16.588375,
740006632,Växbo Hägnabacken,61.403391,16.514091,
740006633,Östra Höle Brolins,61.377891,16.628234,
740006635,Knyssla,61.350599,16.668952,
740006636,Källgården,61.367683,16.648011,
740006638,Lapphagen,61.374641,16.634320,
740006639,Laviken,61.391328,16.484420,
740006642,Mosseln,61.352165,16.572368,
740006643,Nybruket,61.387212,16.609169,
740006645,Rabo,61.346023,16.479722,
740006646,Rengsjö skola,61.362498,16.602964,
740006648,Röstebo,61.384242,16.401163,
740006650,Rengsjö Skomakarbacken,61.366082,16.627961,
740006651,Snällens,61.396501,16.585974,
740006652,Svedja Lintjärn,61.392068,16.592170,
740006654,Slakttjärn,61.388510,16.602073,
740006657,Torpet,61.351873,16.555484,
740006658,Sörom Trolldalen,61.405646,16.562051,
740006660,Västra Växbo,61.401213,16.504926,
740006661,Vallanes,61.390327,16.413292,
740006663,Västerböle,61.352263,16.589845,
740006664,Växbo skolan,61.407407,16.543745,
740006665,Yxbo,61.351833,16.546363,
740006667,Änge,61.401726,16.574536,
740006668,Östra Höle,61.380021,16.623276,
740006672,Snatbo,61.543407,16.420772,
740006677,Bollnäs Norr,61.369167,16.392593,
740006680,Iste,61.578207,16.402466,
740006681,Brönars,61.321094,16.274610,
740006682,Högmyr,61.596115,16.297328,
740006683,Mårdnäs,61.264387,16.636524,
740006684,Sveden Säll-Pelles,61.291675,16.555205,
740006685,Stocksätter,61.329203,16.465560,
740006686,Tvättnäs,61.297084,16.520707,
740006687,Ön,61.378401,16.403035,
740006700,Näsviken Blomberget,61.767249,16.878706,
740006701,Näsviken Hällvägen,61.762814,16.875540,
740006702,Näsviken skolan,61.758196,16.869302,
740006703,Östra Bölan,61.492969,16.943980,
740006704,Vedmora,61.525894,16.956122,
740006705,Tosätter,61.529725,16.960493,
740006706,Kymo,61.531760,16.967054,
740006707,Grimbo,61.535309,16.976061,
740006708,Enånger Notdragarvägen,61.551552,17.013296,
740006709,Enånger Kyrkmyravägen,61.548473,17.000142,
740006710,Hålsänge,61.568938,17.025171,
740006711,Njöte,61.591055,17.027829,
740006712,Skarplycka,61.596446,17.038157,
740006713,Njutånger Betaniavägen,61.601606,17.048028,
740006714,Njutånger Fegärde,61.611453,17.050815,
740006715,Njutånger kyrka,61.617936,17.050510,
740006716,Prästtjärn,61.622959,17.053729,
740006717,Långviken,61.630984,17.059445,
740006718,Iggesund Brunnsnäs,61.635404,17.073545,
740006720,Iggesund Forsavägen,61.640904,17.076675,
740006721,Iggesund Kryllbo,61.640305,17.083064,
740006722,Iggesunds bruk,61.640730,17.086647,
740006727,Iggesund Trekanten,61.653292,17.084015,
740006728,Hudiksvall Dammsveden,61.700670,17.072289,
740006729,Hudiksvall Håstaängen,61.714160,17.085683,
740006730,Hudiksvall Bilmetro,61.716665,17.094202,
740006731,Hudiksvall Vallvägen,61.719324,17.097680,
740006732,Hudiksvall Tunbacka,61.722821,17.100928,
740006733,Hudiksvall Kyrkbacken,61.725510,17.102252,
740006734,Hudiksvall Sjukhuset,61.729876,17.100789,
740006737,Hudiksvall Bowlinghallen,61.732801,17.103693,
740006738,Hudiksvall Solbacka,61.737607,17.104198,
740006739,Hudiksvall Sandvalla,61.742888,17.117973,
740006740,Hudiksvall Ullsäter indomr,61.748118,17.120051,
740006741,Hudiksvall Sanna,61.752691,17.120416,
740006742,Hudiksvall Fläsbro,61.760337,17.122333,
740006743,Hagmyren,61.767925,17.124722,
740006744,Masbo,61.772521,17.126472,
740006747,Välsta gård,61.798992,17.170938,
740006748,Steg,61.839471,17.195654,
740006749,Välsta Silja,61.803832,17.178757,
740006750,Välsta,61.805429,17.185960,
740006751,Malsta,61.809213,17.196980,
740006752,Malsta skola,61.809905,17.203044,
740006753,Via,61.817129,17.206712,
740006754,Lurbacken,61.819909,17.209533,
740006755,Långsjön-Via,61.829075,17.229350,
740006756,Stamnäs,61.833248,17.255970,
740006757,Hudiksvall Tunavägen,61.739435,17.104502,
740006758,Hudiksvall Överås,61.741458,17.099307,
740006759,Hudiksvall Tunbyn,61.744013,17.089098,
740006760,Hudiksvall Hälsingtuna,61.755618,17.083256,
740006761,Hudiksvall Finflo,61.759284,17.075985,
740006762,Hällsätter,61.763479,17.058941,
740006763,Hög kyrka,61.766619,17.041225,
740006766,Baldra,61.771398,17.024688,
740006767,Västanåker,61.772904,17.013683,
740006768,Edsta Kolmo,61.773147,17.009524,
740006769,Hög Edsta,61.772805,17.001402,
740006770,Tåsta,61.772977,16.996104,
740006771,Hjortsta,61.767909,16.992688,
740006772,Högs-Hallsta,61.767060,16.985003,
740006773,Hög Glimsta,61.766163,16.976520,
740006774,Åkre,61.758428,16.911500,
740006775,Näsviken Skonta,61.763043,16.888692,
740006776,Hamreberget,61.767858,16.878936,
740006777,Forsadalen,61.782002,16.856820,
740006778,Kalvhaga,61.784877,16.848162,
740006779,Långby,61.787819,16.840035,
740006780,Simabo,61.793429,16.827863,
740006781,Storängen,61.812519,16.801788,
740006782,Backmo,61.816255,16.791531,
740006783,Bästdal,61.820773,16.785927,
740006785,Bästdal Hamréns,61.822791,16.784814,
740006786,Hålsjöviken,61.827928,16.762507,
740006787,Hålsjö såg,61.828555,16.747077,
740006788,Högsved,61.829787,16.734797,
740006789,Lötas,61.848464,16.666783,
740006790,Norrbobyn,61.853839,16.653865,
740006791,Skrotten,61.855264,16.646876,
740006792,Norrbo,61.853111,16.634965,
740006793,Norra Långsbo,61.839724,16.604264,
740006794,Vedmyra,61.837295,16.602246,
740006795,Änga,61.831454,16.597387,
740006796,Sjömyra,61.825144,16.591551,
740006797,Näsbyn,61.815057,16.580442,
740006798,Delsbo kyrka,61.814238,16.569646,
740006799,Delsbo Ede skola,61.807057,16.552210,
740006800,Delsbo forngård,61.820390,16.563879,
740006801,Bondebo,61.834023,16.568354,
740006802,Svanbacken,61.837964,16.566553,
740006803,Berge (Bjuråker),61.854221,16.562131,
740006804,Bjuråker,61.859621,16.564145,
740006805,Tå,61.863823,16.552373,
740006807,Västansjö,61.881347,16.535765,
740006808,Friggesund Svågavägen,61.890205,16.540711,
740006809,Friggesund Plantskolan,61.896491,16.543201,
740006810,Friggesund Brandstationen,61.895238,16.547565,
740006811,Friggesund Dellengården,61.896367,16.552804,
740006812,Friggesund skola,61.897695,16.554434,
740006814,Hudiksvall Furulund,61.735495,17.094950,
740006815,Hudiksvall Fors industriområde,61.740526,17.087704,
740006816,Hudiksvall Fors,61.744211,17.087156,
740006817,Hudiksvall Tunby gård,61.748923,17.088015,
740006818,Hudiksvall Mo,61.758743,17.095506,
740006819,Slasta,61.763407,17.097671,
740006820,Skogsta,61.767933,17.090776,
740006821,Hasselbacken,61.770435,17.086144,
740006822,Tuna-Halsta,61.774588,17.077639,
740006823,Narsta,61.778625,17.067099,
740006824,Knösta,61.782517,17.061554,
740006825,Innegården,61.789594,17.048118,
740006826,Västerrå,61.792106,17.041318,
740006827,Gia,61.797112,17.029403,
740006835,Hudiksvall Ridhuset,61.740901,17.140676,
740006836,Fiskeby Vii,61.744218,17.155660,
740006837,Fiskeby,61.741921,17.168336,
740006838,Tolsta,61.742397,17.180868,
740006839,Nordenholm,61.747604,17.204726,
740006840,Nordenholm Petter-Hanses,61.749692,17.209440,
740006841,Blästa,61.758278,17.205267,
740006842,Rogsta Ingstahemmet,61.764727,17.199442,
740006843,Rogsta,61.763915,17.206091,
740006844,Norsta,61.764755,17.226568,
740006845,Skottsjö,61.764023,17.239073,
740006846,Håcksta,61.750447,17.277823,
740006847,Hovsätter,61.746557,17.286497,
740006848,Västanbäck,61.734108,17.302269,
740006850,Sågede,61.725910,17.311728,
740006851,Hagafjärden,61.721167,17.322694,
740006852,Västsund,61.704064,17.380442,
740006853,Arnögården,61.700781,17.387287,
740006856,Vik,61.691062,17.132552,
740006857,Västanvik,61.686051,17.141179,
740006858,Sveden,61.676961,17.174747,
740006859,Storbyn,61.676487,17.178164,
740006860,Mellanbyn,61.677471,17.182098,
740006861,Nederberge,61.680071,17.196495,
740006862,Idenors-Holm,61.673692,17.214754,
740006863,Saltviks udde,61.673145,17.220810,
740006864,Enoksnäs,61.669714,17.240028,
740006865,Hudiksvall Söderrå,61.714541,17.063857,
740006866,Sörforsa Bäck,61.723087,16.981696,
740006867,Sörforsa Medskogsvägen,61.721364,16.978528,
740006868,Sörforsa Folkets Hus,61.719983,16.974202,
740006869,Norrviksta,61.732276,16.957430,
740006870,Forsa kyrka,61.734317,16.936522,
740006873,Hudiksvall Bergsvägen,61.727205,17.129565,
740006874,Medvik Trogstavägen,61.736040,16.926688,
740006875,Medvik,61.736723,16.922152,
740006876,Stavåker,61.739216,16.905759,
740006877,Funsta,61.739901,16.896302,
740006878,Hillsta,61.739180,16.885357,
740006879,Byberg,61.741498,16.878113,
740006880,Näsviken Bybergsvägen,61.747819,16.873222,
740006881,Näsviken Bölevägen,61.750516,16.871384,
740006884,Västra Veda,61.749737,16.834688,
740006885,Klockarsvedja,61.751979,16.828931,
740006886,Södra Sannäs,61.767219,16.705578,
740006887,Olshem vägskäl,61.768871,16.697178,
740006888,Norra Sannäs,61.773615,16.676684,
740006889,Svedjavägen,61.779469,16.644390,
740006891,Delsbo Sunnansjö,61.796525,16.569586,
740006892,Delsbo Torggatan,61.797884,16.560709,
740006894,Delsbo Klacksvägen,61.798326,16.538650,
740006895,Bramsvägen,61.797011,16.519166,
740006896,Hammarsvall,61.797588,16.502912,
740006897,Österbacks,61.798706,16.496605,
740006898,Långede,61.801211,16.489038,
740006899,Långbacka,61.804387,16.467225,
740006900,Källarbacken,61.805014,16.450493,
740006901,Lången,61.806171,16.436995,
740006902,Långbo,61.807193,16.421465,
740006903,Tjärnmyrberget,61.805620,16.397519,
740006904,Källbergsbo,61.803956,16.383739,
740006905,Gryttjen,61.802371,16.299934,
740006934,Hudiksvall Bilprovningen,61.746156,17.110237,
740006935,Hudiksvall Björkberg,61.729461,17.141279,
740006936,Hudiksvall Blockvägen,61.741498,17.112198,
740006940,Hudiksvall Centrum,61.727609,17.107050,
740006941,Hudiksvall Lantmätarbacken,61.726037,17.137120,
740006942,Hudiksvall Kristinebergs förskola,61.742585,17.114856,
740006945,Hudiksvall Erik-Lars,61.727820,17.091300,
740006946,Hudiksvall Fiskebyvägen,61.727605,17.134615,
740006948,Hudiksvall Gräsmaln,61.724701,17.159952,
740006949,Hudiksvall Guldsmeden,61.728611,17.104539,
740006952,Hudiksvall Hamnplan,61.726981,17.119321,
740006954,Hudiksvall Helenedal,61.724743,17.140961,
740006955,Hudiksvall Helenedalskiosken,61.726275,17.123699,
740006962,Hudiksvall Håsta udde,61.721535,17.105924,
740006963,Hudiksvall Håstaskolan,61.719063,17.091162,
740006964,Hudiksvall Håstakyrkan,61.720850,17.086225,
740006965,Hudiksvall Hälsocentralen,61.728661,17.112562,
740006966,Hudiksvall Jakobsberg,61.728806,17.092457,
740006969,Hudiksvall Karamellfabriken,61.728648,17.116762,
740006971,Hudiksvall Kristineberg,61.741847,17.108465,
740006977,Hudiksvall Maln,61.717673,17.178935,
740006979,Hudiksvall Mariboplan,61.725482,17.086133,
740006980,Movägen,61.758548,17.098149,
740006981,Hudiksvall Måsvägen,61.750941,17.121345,
740006982,Hudiksvall Namsosplan,61.726739,17.087982,
740006989,Brantens väg,61.754799,17.117684,
740006992,Hudiksvall Solbågen,61.744955,17.111038,
740006993,Hudiksvall Starvägen,61.743913,17.119644,
740006995,Hudiksvall Stormyra,61.732879,17.140480,
740006996,Hudiksvall Stormyravägen,61.734240,17.136206,
740006997,Hudiksvall Norra Industrivägen,61.745176,17.116064,
740007000,Hudiksvall Trastvägen,61.746465,17.120207,
740007001,Hudiksvall Träffpunkten,61.725809,17.138453,
740007002,Hudiksvall Tärnvägen,61.749437,17.120959,
740007003,Hudiksvall Hallstaåsvägen,61.757477,17.106057,
